"campaign_id","product_name","short_description","long_description"
c67d11b9-bbd5-41f7-ba47-17f7ecb5fba2,Strides: Habit Tracker + Goals,"Strides is a powerful app for tracking all your goals and habits in one place. With four flexible types you can build habits, achieve goals, complete projects on time, stay motivated and always feel organized.","Strides is the ultimate tool for managing your daily routine and achieving any type of goal. Get reminders, track your progress, and stay motivated with comprehensive progress all from one simple app.Don't know where to start? Setting goals is easy with 150+ convenient templates. Apple Health integration and iCloud sync keep your data in sync across your iPhone, iPad and Mac. Make life like a game with streaks, success rates and progress bars to keep improving and achieving your goals."
"325e09f4-bd86-4cd7-af25-cfa781a44efe",SpongeBob Adventures,Join SpongeBob and friends on a mission to restore Bikini Bottom in the exciting 'SpongeBob Adventures' game!,"Plankton's latest plot has turned Bikini Bottom into a JellyFish Jam disaster! Embark on an epic adventure with SpongeBob and friends in 'SpongeBob Adventures'. Team up with new and old friends, uncover surprises, and help restore order. Join the mission to rebuild Bikini Bottom and thwart Plankton's plans once and for all."
"6fd6f372-4d38-4e53-b6a1-c8ff16c973b4",Voggt,"Le concept est simple : ️des vendeurs montrent leur sélection d'objets en live et lancent des enchères, souvent à prix de départ à 1€ pour pimenter la vente. Les acheteurs échangent en live dans le chat et posent des questions.","Le format est libre, mais ta vidéo doit impérativement inclure ces 2 points :
1. 
    - Voggt est une application de live-shopping où vous pouvez acheter et vendre en direct des vêtements, des chaussures, des accessoires, et plus encore.
    - Une nouvelle manière d'acheter plus divertissante, combinant le frisson des enchères à partir de 1€ avec l'interactivité d'une communauté dynamique.
 🤔 Quelques inspirations :
- **Haul** : Partage tes trouvailles après une séance de shopping en direct sur Voggt (#VoggtHaul).
- **Unboxing** : ""Je viens de recevoir mon colis Voggt, j'ai hâte de l'ouvrir !”
- **Les bons plans** : ""J'ai trouvé une robe Sandro pour 12 €, grâce à cette application !""
- **Les bons plans maternité** : Explique comment Voggt change la donne pour les mamans.
- **Communauté et bonnes affaires** : ""Tu cherches un moyen de passer tes soirées à dénicher des bons plans et à te faire de nouveaux amis ?
- **Vide dressing** : Par exemple “Adepte des vides-dressing ? Tu vas adorer cette application !”"
"6a38f58b-9f0b-4c30-abe6-67ce476a24cd",Yumi Club,"On veut faire connaître Yumi aux utilisateurs de TikTok, qui rêvent de chatter avec les célébrités qu'ils admirent ou qui souhaitent créer plus de lien.","Cette campagne de communication nous permet de faire connaître Yumi aux utilisateurs de Tik Tok, aux jeunes qui rêvent de pouvoir chatter avec les célébrités qu'ils admirent le plus ou qui souhaitent tout simplement créer plus de lien avec leurs idoles. Nous leur permettons aussi de chatter avec les plus belles modèles qui peuvent se convertir en leur petite-amie ! Yumi est fait pour s'amuser, discuter et passer de bon moment avec un contenu 100% personnalisé ! Ta star préférée pourra rapidement devenir l'ami dont tu as toujours rêvé ! Ce qui est génial c'est de pouvoir interagir enfin de manière personnalisée avec les créateurs que tu suis peut-être depuis des années sur les réseaux sociaux !! Et là ils deviennent même tes meilleurs amis, voire ta petite-amie ;)"
b65c09e8-369c-46e8-aeaa-ace87fdcef3c,Weapon Master,Únete a nuestra campaña para Weapon Master: ¡Gun Shooter Run! Experimenta un emocionante tiroteo y una elaboración estratégica en este juego lleno de acción.,"Weapon Master: Gun Shooter Run, un juego lleno de acción que combina la jugabilidad de disparar y correr con mecánicas de creación estratégica. Esta campaña se centrará en destacar la emocionante acción del juego, su variada jugabilidad con armas y su profundo sistema de artesanía para atraer tanto a los jugadores ocasionales como a los más exigentes."
b6b80b15-dcf7-4d69-ae9b-5f663edd6c97,Blitz Win Cash,Showcase the exciting and engaging Blitz Win Cash app where users can play games and stand a chance to win daily cash prizes.,"Join the 'Blitz Win Cash' campaign and showcase your skills in a variety of trivia and word puzzle games. Highlight how users can engage with the app anytime, anywhere, and stand a chance to win real cash daily. Keep your content engaging and genuine, capturing the excitement of the game and the thrill of winning! Remember, the main point is to show the fun of playing, not to oversell the product."
af039396-3ccc-4ea7-bc9c-f1aa0d648a08,Blitz Win Cash,"Promoting 'Blitz Win Cash' by replicating a given video in a unique style, highlighting the fun of playing games and winning real cash.","This campaign aims to promote 'Blitz Win Cash', an immersive mobile gaming platform where users can have fun playing exciting games and win real cash. We're looking for a creator who can effectively replicate a provided video in their unique style that showcases the enjoyment and potential cash winning possibilities while using the app."
d9fea169-9d0d-49cd-9af3-d64d47957e8a,Swish Live ,"Transform your sports broadcasting with Swish Live. Manage real-time scoreboards, stream on Facebook and boost sponsor visibility. Supports multiple sports with real-time commentary.","Swish Live is a unique app that lets you broadcast your sporting events like a TV professional, straight from your smartphone. Take charge of the real-time scoreboard, stream matches directly on Facebook and generate sponsor visibility. The app supports a variety of sports including football, volleyball, tennis, rugby, basketball and more. Furthermore, it comes with the ability to provide live commentary, enhancing the viewing experience for your fans."
b34e94e9-5d4d-4d4b-b245-d19f2d2139b5,The Oregon Trail: Boom Town,"Embark on a thrilling journey with The Oregon Trail: Boom Town! Build, grow, harvest, and transform a small village into a thriving town.",Please find brief here: https://app.milanote.com/1RXJwF1ewBu17A?p=HRkc8lhvCoE
b797312a-5fad-4443-9476-10c5dddc9ee8,Mob Control,"Mob Control is a thrilling mobile game where you create massive mobs by shooting through multiplier gates, unlocking powerful combinations of cannons, mobs, and champions, and leveling up your combo to rise at the top of the League.","Mob Control is a simple yet exciting arcade mobile game. Create massive mobs and lead them to victory! Aim and shoot onto multiplier gates to increase your crowd and capture all the bases! Unlock the best combo of cannons, mobs and champions to rise at the top of the Champions League. Deploy your Champions to break through the enemy mob and reach their base. Choose your favorite cannon and discover the evolution as you level it up.
When you apply, please briefly explain the hook you intend to use (see brief)."
"44a5334a-57e7-4efe-93d5-f3b7e834be5f",Yubo: Find Your Online Besties,"Showcase the fun of Yubo, and how you can have a trustful online friends. ","Reproduce this kind of video : https://www.tiktok.com/@faihypen/video/7315845814465727777?q=that%20one%20line%20friend&t=1725443067937
Any hook ""caption-beginning"" message have to contain ""Me & that one online friend""+ below example ..........  : "
"71f83cdc-a641-47f6-9dc3-4d770c665cc0",Swipewipe,Swipewipe is the app that will (finally) help you clean up your camera roll. And you’ll enjoy reminiscing while you do it.,"Welcome to **Swipewipe** — the app that'll (finally) help you clean up your camera roll.

We wanted a simple, fast, elegant solution that let us go month-by-month, work our way through all the photos, videos, screenshots, and everything else in our camera roll, and decide - one by one - what to keep and what to get rid of.

Swipe right to keep a photo, and left to delete it. If you make a mistake,  just tap the current photo to go back.

Our camera rolls shouldn't be such a mess. Scrolling back, you should be able to see the memories you've made without getting interrupted by blurry duplicates, irrelevant screenshots, and other clutter that keeps you from the good stuff."
"436ac4a3-1d4d-468b-ade9-631df28bdec8",Yubo ,"Yubo est une application qui permet de se faire des amis avec le même intérêt, autour de toi ou dans le monde entier. ","Yubo, ton application pour te connecter et rencontrer de nouvelles personnes à travers le monde. Swipe, chat, et stream avec des personnes autour de toi ou du monde entier. Amuse-toi avec la nouvelle fonctionnalité de Yubo : des appels vidéo 1 à 1 aléatoires pour rencontrer de nouvelles personnes."
"9a16b0e1-9077-41cd-b4a3-852a824a474b",WEBTOON,"Faites la promo de la série ""Love 4 a Walk"" sur l'application WEBTOON ! ","Faites la promotion de la série ""Love 4 a Walk"" sur l'application WEBTOON ! Créez le buzz autour de la série sur TikTok et suscitez la curiosité des utilisateurs."
"427f4ca2-6ce5-425d-a9ae-463bc87a9a65",Liligo,"L’objectif est d’accroître la notoriété en tant que comparateur de voyages, soulignant la simplicité et l'exhaustivité des offres & partenaires pour trouver les meilleures offres de voyage. ","Messages : 
Life Hack pour économiser : en une recherche on compare parmi des centaines de partenaires pour proposer le meilleur prix - mettre en avant l'idée que Liligo simplifie le processus de recherche de voyages et offre les meilleures options au meilleur prix. Explorer le monde sans se ruiner.

Life hack moyen de transport : en une recherche on compare et combine les prix des vols, trains, bus puis vous choisissez l’option la mieux adaptée à vos besoins. Il en va de même pour la recherche de locations de voiture. Mettre en évidence la simplicité de Liligo - au lieu d’avoir de multiples onglets ouverts, on compare tous les moyens de transport en une recherche
Appel à l'Action : Encourager à visiter le site et/ou télécharger l'application Liligo, disponible sur iOS et Android.
Simuler la création d'une “Alerte prix“ : Besoin de savoir quand réserver ? Activez l’alerte prix ! 🌍 Explorez plus pour moins cher avec Liligo !
Utiliser la fonction ""Explorer"" pour montrer la variété des options de voyage.

Exemples : https://library.tiktok.com/ads/detail/?ad_id=1780808687590434 // https://www.tiktok.com/@agatha.catchrain/video/7133594013705211141?is_from_webapp=1&web_id=7300870562347533857 "
"9b2b4182-3653-46d1-9b1b-b125b83b6446",Wizz,"Specific Australian campaign: targeting only users in Australia.
Join the global friendship campaign with Wizz! Meet new friends in a positive and safe community. Let's bring the world closer.","Campaign goal: 
Targeting only users in Australia, so feel free to add any cultural/geographic references to your videos.

Brief:
Wizz is a social networking app that brings the world closer to you. The goal of this campaign is to showcase Wizz as a platform where users can make new friends from all corners of the globe. The focus should be on creating genuine bonds in a safe and vibrant community. With millions of downloads already, the wizz is all about spreading positivity and bridging cultural gaps."
ac155ef6-3cd4-4816-b26e-cdf79403e8a0,PhotoRoom,"""PhotoRoom"" is a mobile photo editing app, designed to make your product images and marketing materials look professional and appealing.","Just a heads up: In this campaign, it is highly recommended to submit a creative brief in advance since only 6 creators will be chosen. Once you apply, you will receive an email inviting you to submit your brief.

""PhotoRoom"" is a mobile photo editing app, designed to make your product images and marketing materials look professional and appealing. It's aimed at creators, online sellers, and anyone wanting to make their photos look perfect. The app includes features for removing backgrounds, batch editing, precise cutouts, retouching, resizing, and smart templates. Also, it offers instant backgrounds using artificial intelligence, saving you time and effort. "
"53987e0c-f309-4d78-9085-6ce8c5283c51",Wemoms,"Discover Wemoms, your ultimate pregnancy companion! Track your baby's daily growth and visualize their development with our 3D baby tracker. Embrace the journey to parenthood with personalized insights and a seamless, user-friendly experience","Elevate your pregnancy experience with Wemoms, a comprehensive tool designed for expecting parents. Stay connected to your baby's growth on a daily basis as you follow their size evolution. Our cutting-edge 3D baby tracker offers a captivating visual representation, making the journey even more intimate. With Wemoms, you receive personalized insights, relevant information, and a user-friendly interface that ensures a seamless experience. Navigate each stage of pregnancy confidently, celebrating the daily milestones and creating lasting memories as you prepare for the arrival of your little one."
e11ce588-e7f3-4fb1-93d4-1909cfa5493c,Fruitz,"Join the trend and promote Fruitz, a unique, values-driven dating app with a fun twist. Help users discover their perfect match based on their personal dating preferences.","Fruitz App's campaign is all about promoting a unique dating experience that allows individuals to choose exactly what they want from their matches through a fun and innovative 'fruit' system. By highlighting positive core values such as honesty, freedom, humor, tolerance, and kindness, the goal is to showcase the app in a fresh and exciting way that appeals to a wide range of potential users."
a06d11d5-d581-4c7c-acb0-dae98d7413a2,Weasyo,"Join us in promoting Weasyo, empowering users to manage finances with ease.","Join us in launching Weasyo, a revolutionary financial management app. Weasyo goes beyond basic expense tracking to offer powerful insights and intuitive budget creation. Ideal for individuals or families, it visualizes your financial health comprehensively."
e24f9a23-9b05-4e49-965c-b91e1d558fa2,Tomplay sheet music,Tomplay est une application de partitions musicales innovante avec un large catalogue et des outils pour personnaliser votre expérience de jeu. Faites vivre votre pratique de la musique !,"Tomplay est une application formidable qui donne vie à la pratique de la musique. Elle offre une multitude de partitions classiques et modernes, toutes synchronisées avec la musique pour une expérience de jeu immersive. Les musiciens peuvent personnaliser leur expérience en choisissant leur propre tempo, en enregistrant leurs performances et en obtenant des commentaires instantanés. Que vous soyez amateur ou professionnel, Tomplay est là pour vous aider à perfectionner votre art."
bb51bc29-46fb-4230-bd81-335089d1960a,Poker Face,"The objective is to encourage users to download the game and then make a purchase. To do this, we'd like the acting approach to be really to attract the user to come and play with us.","The idea of the concepts would be to highlight that it is a poker game online with real people and with live camera. We can highlight the fact that we can meet people from around the world. It’s important to have an attiude that makes users want to come and play the game with you. If they download now, they'll also be offered several million chips to start playing.

The key point of the game is the Live camera: everyone sees everyone else, you can also talk and, above all, you can try to guess who's bluffing or not! 

You don't have to be a very good poker player to enjoy the game and have fun!

Things to avoid: not showing or mentioning poker gameplay errors
"
"117d1684-d5b1-4712-b221-199f947fd336",PNK,"With PNK, teenagers can discover new friends with shared interests in a safe and fun environment. Find your perfect friend match with ease!"," Whether a teenager is seeking a study companion, a gaming partner, or just someone to hang out with, PNK assists them in finding their perfect friend match in a youthful, safe, and entertaining atmosphere.
"
"90ad498b-962f-48e7-809a-94695b56d25d",Yubo: Make friends in your way,Yubo is a social platform aimed at helping users make new friends all around the world.,"Yubo is highlighting its socially responsible approach to networking, ensuring a safe and authentic space for users. With millions of users globally, Yubo helps people make genuine friends through chat and live conversations. In a world where social networking can often feel daunting, Yubo stands out as a beacon of authenticity and safety. We believe in being forever young, curious, and unapologetically ourselves. Yubo is more than just an app; it’s a community where you can express your true colors without being judged—no likes, no shares, no comparisons—and expand your mind through meaningful conversations with people from around the globe.
"
f5040ca9-5913-45a0-9f3d-5bd8eca60bb2,Reverse Coloring Book,"Unleash your creativity with Reverse Coloring Book App. It has colors, you draw the lines! Reverse Coloring App is a totally new idea in creativity and mindfulness: so simple, and so profoundly satisfying. ","With the Reverse Coloring Book app, we take you into a world where you dictate the strokes and the hues. What if we tell you that it's not about coloring within the lines anymore? With over 50 original watercolor illustrations left intentionally unfinished, this app sparks your creativity and sets it free. Dive into the world of art where you can trace, sketch, doodle, shade, or even dot your way to a masterpiece. Challenge the formal coloring rules, keep your tranquillity intact and make mindfulness meet imagination in a fusion that's seamless, fun, and creatively satisfying. Download and start creating!"
"067ac9c9-a9d6-452d-9782-47bfadf24384",Joko,"Dans cette campagne on commence par un hook de doute =>  C'est gratuit ? C'est pas gratuit, ok c'est gratuit.","Dans cette campagne on commence par un hook de doute =>  C'est gratuit ? C'est pas gratuit, ok c'est gratuit."
"28120b49-acd8-4328-99be-e076b4baab67",Point72 Ventures,"Point72 Ventures, a global VC fund, supports visionary founders in fintech, deep tech, and enterprise tech from seed to IPO, leveraging industry knowledge for investment guidance.","Point72 Ventures is a global venture capital fund that applies its industry experience and knowledge of emerging technology to guide its investments. It seeks out visionary founders spearheading developments in fintech, deep tech, and enterprise tech, providing support from seed-stage to IPO. With team members across the U.S. and Europe, they are a diverse group of domain specialists dedicated to investing in transformative value for their portfolio companies."
baefbd11-8f75-49d7-8aaf-90827da10162,Wizz,"Entdecken Sie Wizz, eine unterhaltsame und sichere Plattform, auf der Sie neue Freunde aus der ganzen Welt kennen lernen können.","Mit über 5 Millionen Downloads bietet Wizz eine ausschließlich positive Gemeinschaft. Scrollen Sie durch die App, um Online-Freunde zu finden, chatten Sie live mit Menschen aus verschiedenen Ländern und schließen Sie sich einer Gemeinschaft an, die Ihre Interessen wie Fortnite, Manga, Roblox-Spiele und vieles mehr teilt. Das Beste daran ist, dass Wizz kostenlos ist und über Sicherheitsfunktionen, einschließlich einer Alterskontrolle, verfügt, um ein sicheres Benutzererlebnis zu gewährleisten!"
e7d911c4-9dc8-4061-8c21-5910dee43a3a,Typology - Firming Night Duo,"Typology is a French skincare brand : Our mission: We make naturally active, effective and sustainable skincare, specifically personalized to each typology of skin. We value efficiency.","<b>Firming Night Duo A duo formulated with potent active ingredients to fight signs of aging, visibly firm skin, and reduce the look of fine lines. The serum stimulates the synthesis of collagen and elastin to combat loss of firmness and wrinkles. Visibly improves fine lines and smooths skin. This is only for US resident creators!</b>"
db6a709d-c475-4c4d-ac7c-573f3811780e,LiftBuddy,Introduce LiftBuddy to your followers. Show them how this app keeps your weightlifting program and diet management on track while still allowing you to eat your favorite foods,"LiftBuddy is your all-in-one weightlifting companion. For this campaign, we are focusing on demonstrating how LiftBuddy can revolutionize your fitness journey. Show how you have used LiftBuddy's comprehensive weightlifting programming and calorie/macro coaching to stay on track to your fitness goals, all the while enjoying your favorite foods. Show your audience the app in action and engage them within the first few seconds and show how you are still eating your favorite fun foods (think burgers, burritos, etc.) Remember, it's about sharing your personal experience, not selling the app."
c8222988-20a6-4d3d-aacf-9f13b6d98815,Weward,"Junte-se ao WeWard e transforme seus passos em prêmios. Supere desafios, suba no placar e apoie suas caridades favoritas enquanto você caminha.","Junte-se à comunidade WeWard para uma aventura de caminhada como nenhuma outra! Prepare-se para sentir-se mais motivado do que nunca enquanto ganha recompensas por cada passo que dá. Supere desafios, ganhe posições enquanto ultrapassa seus amigos no placar, e colete WeCards em nosso novo jogo de caça ao tesouro no aplicativo. Transforme seus 'Wards' em boas vibrações doando para sua caridade favorita*, entrando em sorteios de alto valor, ou ganhe dinheiro caminhando recebendo transferências bancárias diretas ou cartões-presente. Pronto para intensificar seu jogo de caminhada? Vamos nos movimentar!"
d8fd83a7-f212-4803-b6db-15357df3affb,Box Blissim,"L'objectif de la vidéo est de mettre en avant le choix de produit dans la box beauté du mois de mars. En effet, sur les 5 produits de la box beauté, 1 est personnalisable. C'est à vous de la choisir ! ","Objectif : Présenter le choix de la box de mars
Accroche : C’est le moment de recevoir ton produit préféré, je t’explique !

Parler du choix dans la box et du produit choisir + Faire l’application des produits en direct pour en faire une routine
Ce mois-ci, 5 produits de beauté personnalisés en fonction de ton profil beauté"
"7ac28226-28cd-4d81-8a83-2b396444ea55",Feel : Autothérapie TCC Contre la Dépression,"Feel est une application d'autothérapie pour aider à gérer la dépression grâce aux Thérapies Cognitives et Comportementales, avec des exercices pratiques et des vidéos conçues par des psychiatres.","Feel est une application d'autothérapie basée sur les Thérapies Cognitives et Comportementales (TCC). Elle a pour but d'aider les personnes souffrant de dépression à sortir de leur état. L'application est conçue pour être utilisée au quotidien, en offrant des méthodes éprouvées pour gérer les émotions et briser le cercle vicieux de la dépression. Que vous l'utilisiez seule ou en complément d'une thérapie, Feel est conçue pour vous aider à prendre soin de votre santé mentale."
bcdff689-ee20-408a-9bc2-14b4a97bf672,Selency,"Selency, votre brocante en ligne pour acheter et vendre des meubles d’occasion et des objets déco de seconde main. Chinez sans bouger de votre canapé !","Avec cette app, vous pouvez :
- Chiner le meilleur des pièces d'occasion parmi la plus large sélection de meubles et objets déco,
- Vendre vos pièces pour renouveler votre intérieur,
- Trouver plein d’inspiration et découvrir 1 500 idées déco par jour,
- Échanger avec nos vendeurs et même négocier (comme en brocante, tout à fait)."
b77dfc44-81a6-4ffb-b610-25ca25ffe033,Graff,"Graff - Rewrite the online representation rules. Express freely, add favorites, and invite friends to participate. Be authentic, be you.","ATTENTION: This collaboration is exclusively for US residents!
Welcome to Graff by Generale Apps where online representation is transformed. No longer confined to traditional grids, Graff emphasizes the irregular structure of our real lives, permitting users to express themselves in a more freeform fashion. It's a collection of your favorite pictures, your favorite sounds, and a reflection of the friends that add color to your life. Draw, add, express, and make your mark on the online world."
"84962c4e-b91c-4f98-8909-652445000ff9",Social media App,"BeReal is an authentic social app making every interaction genuine and effortless, connecting you with close friends through daily, synchronized, real-time sharing.","BeReal is an authentic social app making every interaction genuine and effortless, connecting you with close friends through daily, synchronized, real-time sharing.
Our platform is free from social pressures, focusing on non-judgmental, meaningful engagement with close friends. 
We are committed to helping you stay connected to the people you care about the most, while encouraging you to live in the moment and spend time in the real world."
"27806986-af45-46aa-8ed4-bd2a5d437f19",OneTake,"Discover a new world with OneTake! Capture, swap &amp; connect through photos. Share your story, discover others'. Join the OneTake community today.","Join us in celebrating the launch of OneTake app, where every photo shares a story and every swap opens a new world. This unique platform is designed for those driven by self-expression and exploration - capturing moments, swapping photos for an unexpected glimpse into another user's life, and creating visual stories. This isn't just an app; it's a moving, dynamic bridge connecting myriad lives and experiences around the globe. Download OneTake now and become a part of this ever-growing community."
"6ea48ee7-a28e-42bc-beff-013c6e11fdc0",Yubo: Make friends in your way,Yubo is a social platform aimed at helping users make new friends all around the world.,"Yubo is highlighting its socially responsible approach to networking, ensuring a safe and authentic space for users. With millions of users globally, Yubo helps people make genuine friends through chat and live conversations. In a world where social networking can often feel daunting, Yubo stands out as a beacon of authenticity and safety. We believe in being forever young, curious, and unapologetically ourselves. Yubo is more than just an app; it’s a community where you can express your true colors without being judged—no likes, no shares, no comparisons—and expand your mind through meaningful conversations with people from around the globe.
"
f3859ad2-5037-47ea-833d-527a297c5899,Calendr,"Découvrez CALENDR, un outil pour suivre vos créateurs préférés et ne plus manquer leurs événements. Partagez votre calendrier, restez informé des nouveautés et collaborez avec la communauté.","Presentez votre expérience avec CALENDR, une plateforme qui répertorie les programmes de vos créateurs de contenu favoris. Créez et partagez votre calendrier personnalisé, suivez les contenus que vous aimez, et collaborez avec la communauté pour améliorer la plateforme en recommandant des créateurs et des événements."
d2bbae0f-14af-4545-8295-14eb233fda2c,Hily,"Promote the dating app, Hily, which prioritizes genuine relationships and boasts over 28 million users worldwide.","There is a lot of pressure on single people during Valentine’s Day, so we would like to support them. Please, sincerely validate the choice of being single. Also, you can make funny videos listing the advantages of being single. At the end of the video, use a low-key call to action like “but if you ever want to have any kind of relationship or are just curious about it, you can install the Hily dating app and open it whenever you need.” "
e0fffc10-4c17-4ae8-80b3-2f97657ed0b6,Macadam ,"Macadam: An app that motivates your fitness journey by converting every step you take into Euros. Track your activity, burn calories, earn virtual coins, and claim real money!","Discover Macadam, the revolutionary app that turns your physical activity into tangible wealth. Every step you take, no matter if you're walking or running, is converted into dollars. Macadam is compatible with smart watches and uses your phone's step counter through Apple Health or google fit to accurately track every step you take, every calorie you burn, and every meter you travel. Looking for an extra motivation to reach your fitness or weight loss goals? You've found it. Every step earns you 'coins', our virtual currency, which you can convert into real money and spend with our partners or transfer directly to your bank account. Buckle up, sync your smartwatch and start — every step counts, every step pays you."
"9de06163-2246-4c33-b8a0-900a04db8bf8",PicMystery,"PicMystery, votre jeu de puzzle préféré. Plongez dans un monde d'énigmes visuelles, relevez des défis quotidiens, défiez vos amis en mode multijoueur et explorez une aventure solo enrichissante.","Avec PicMystery, vous pouvez vous plonger dans un monde d'énigmes visuelles fascinantes. Engagez-vous dans des défis quotidiens et tentez votre chance au classement saisonnier. Découvrez l'excitation du mode multijoueur en défiant vos amis. Profitez d'une aventure solo étendue avec des niveaux variés, chacun racontant une histoire unique. Testez votre réflexion avec des centaines de puzzles à résoudre. Gagnez des pièces d'or pour débloquer des avantages et des indices tout en voyageant à travers divers thèmes éducatifs et amusants."
